File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
5.py,9,9,9,0,3,70.44404409360986,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
70.py,9,9,9,0,3,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
155.py,10,10,10,0,3,65.01417528931086,5,8,13,6,12,18,13,66.60791492653966,3.75,249.77968097452373,0.022202638308846556,13.876648943029096
41.py,2,2,2,0,1,83.27641167936048,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7
91.py,6,6,6,0,3,72.80132549375759,1,6,7,3,6,9,7,25.26619429851844,0.5,12.63309714925922,0.008422064766172813,0.701838730514401
145.py,2,3,2,0,2,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74.py,5,5,5,0,2,79.7423427057672,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
122.py,2,3,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68.py,42,10,9,0,5,54.35460686312832,3,6,9,4,6,10,9,31.699250014423125,1.5,47.548875021634686,0.010566416671474375,2.6416041678685938
73.py,17,10,10,4,5,90.74512765440984,4,8,12,13,26,39,12,139.8135375281251,6.5,908.7879939328132,0.04660451250937503,50.488221885156285
19.py,4,5,4,0,1,82.51037454950637,1,1,2,1,1,2,2,2.0,0.5,1.0,0.0006666666666666666,0.05555555555555555
3.py,7,7,7,0,3,73.15124981438153,2,3,5,2,4,6,5,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609
23.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78.py,11,11,11,0,6,64.0358640568961,2,8,10,6,12,18,10,59.794705707972525,1.5,89.69205856195879,0.019931568569324175,4.9828921423310435
16.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
97.py,2,2,2,0,1,84.8197741152723,2,3,5,3,4,7,5,16.253496664211536,1.3333333333333333,21.67132888561538,0.005417832221403845,1.2039627158675212
125.py,7,7,7,0,6,68.54412042798691,4,9,13,5,10,15,13,55.506595772116384,2.2222222222222223,123.34799060470309,0.01850219859070546,6.852666144705727
11.py,2,2,2,0,2,88.42299174457497,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
24.py,4,4,4,0,3,76.79891896611021,3,5,8,3,5,8,8,24.0,1.5,36.0,0.008,2.0
76.py,2,2,2,0,1,84.96220422681199,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
80.py,7,7,7,0,6,65.86448753980045,5,15,20,10,21,31,20,133.97977094150824,3.5,468.9291982952788,0.04465992364716941,26.05162212751549
9.py,8,8,8,0,3,75.15517382051522,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
69.py,18,12,12,3,6,88.12828493435495,6,8,14,6,11,17,14,64.72503367497926,4.125,266.99076390928946,0.021575011224993085,14.832820217182748
25.py,15,13,13,0,5,60.86152706171268,6,9,15,9,18,27,15,105.48604608143,6.0,632.91627648858,0.03516201536047667,35.162015360476666
112.py,6,7,6,0,3,70.3613561036311,4,5,9,4,7,11,9,34.86917501586544,2.8,97.63369004442322,0.011623058338621813,5.424093891356845
13.py,4,4,4,0,2,78.58737599248319,2,3,5,2,4,6,5,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609
7.py,2,2,2,0,3,88.28848882059837,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
144.py,9,3,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
104.py,2,3,2,0,2,79.65883099752473,3,5,8,3,5,8,8,24.0,1.5,36.0,0.008,2.0
140.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
130.py,13,13,13,0,5,59.849306908361285,5,12,17,12,24,36,17,147.14866228501225,5.0,735.7433114250613,0.04904955409500408,40.874628412503405
0.py,6,6,6,0,4,72.29745471743507,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
1.py,3,2,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85.py,5,5,5,0,2,79.7423427057672,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
154.py,6,7,6,0,3,70.81873052670217,3,5,8,4,6,10,8,30.0,1.8,54.0,0.01,3.0
156.py,21,14,21,0,4,57.87328184194598,6,18,24,17,34,51,24,233.833087536779,5.666666666666667,1325.0541627084144,0.07794436251225967,73.61412015046747
28.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
131.py,7,7,7,0,3,68.3932010739936,5,8,13,6,12,18,13,66.60791492653966,3.75,249.77968097452373,0.022202638308846556,13.876648943029096
138.py,2,2,2,0,2,81.83377702795524,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.01383772647454919,5.27151484744731
61.py,10,10,10,0,5,65.07330552638736,4,6,10,6,12,18,10,59.794705707972525,4.0,239.1788228318901,0.019931568569324175,13.28771237954945
99.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77.py,2,2,2,0,1,81.41305188706629,3,7,10,5,10,15,10,49.82892142331044,2.142857142857143,106.77626019280808,0.016609640474436815,5.932014455156004
100.py,8,8,8,0,3,67.6911364274339,4,7,11,6,10,16,11,55.350905898196764,2.857142857142857,158.14544542341932,0.018450301966065587,8.785858079078851
161.py,8,9,8,0,6,68.03434822369007,3,5,8,4,6,10,8,30.0,1.8,54.0,0.01,3.0
136.py,9,9,9,0,8,63.42319625761208,5,13,18,10,20,30,18,125.09775004326937,3.8461538461538463,481.145192474113,0.04169925001442312,26.730288470784057
51.py,3,3,3,0,3,84.44724042799471,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
94.py,15,13,13,0,8,61.82551452496557,5,10,15,6,12,18,15,70.32403072095333,3.0,210.97209216286,0.02344134357365111,11.720671786825555
109.py,11,7,7,2,4,95.85487317634782,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.01383772647454919,5.27151484744731
72.py,5,5,5,0,3,73.28322106537321,4,7,11,4,7,11,11,38.053747805010275,2.0,76.10749561002055,0.012684582601670092,4.228194200556697
132.py,18,12,12,6,6,93.83134929591263,2,6,8,4,8,12,8,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665
124.py,22,17,16,0,12,79.97563243525245,8,29,37,16,31,47,37,244.84430818456065,4.275862068965517,1046.9204901684661,0.08161476939485354,58.162249453803675
40.py,7,7,7,0,5,68.88342231657579,2,9,11,5,10,15,11,51.89147427955947,1.1111111111111112,57.65719364395497,0.01729715809318649,3.203177424664165
79.py,6,6,6,0,2,70.19287782410387,4,7,11,6,12,18,11,62.26976913547136,3.4285714285714284,213.49635132161606,0.020756589711823786,11.860908406756447
12.py,4,4,4,0,2,84.48986316429594,1,1,2,1,1,2,2,2.0,0.5,1.0,0.0006666666666666666,0.05555555555555555
159.py,6,6,6,0,2,72.73400286273859,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7
117.py,3,3,3,0,3,84.44724042799471,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
111.py,22,16,16,3,7,84.43860437569947,4,6,10,4,8,12,10,39.863137138648355,2.6666666666666665,106.3016990363956,0.013287712379549451,5.905649946466422
18.py,6,6,6,0,3,72.599499938762,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5
158.py,2,3,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
126.py,2,2,2,0,3,80.72929484183068,5,9,14,5,10,15,14,57.110323830864054,2.7777777777777777,158.6397884190668,0.019036774610288017,8.813321578837044
92.py,5,5,5,0,4,70.9325119231462,3,9,12,7,15,22,12,78.86917501586544,2.5,197.1729375396636,0.026289725005288478,10.954052085536865
153.py,7,7,7,0,6,70.73561630531078,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5
31.py,7,7,7,0,4,68.90953500996966,5,7,12,5,10,15,12,53.77443751081735,3.5714285714285716,192.0515625386334,0.017924812503605784,10.6695312521463
60.py,2,2,2,0,1,83.27641167936048,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7
44.py,12,4,2,0,1,52.84245160456168,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
151.py,6,6,6,0,4,69.63245789928568,6,8,14,6,12,18,14,68.53238859703687,4.5,308.3957486866659,0.022844129532345624,17.133097149259218
128.py,9,9,9,0,3,68.2703146982696,4,5,9,4,6,10,9,31.699250014423125,2.4,76.07820003461549,0.010566416671474375,4.22656666858975
26.py,2,2,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
134.py,5,5,5,0,3,73.69639031151141,4,6,10,4,6,10,10,33.219280948873624,2.0,66.43856189774725,0.01107309364962454,3.691031216541514
141.py,8,8,8,0,4,70.95661815356992,2,4,6,3,4,7,6,18.094737505048094,1.0,18.094737505048094,0.006031579168349364,1.0052631947248942
10.py,9,9,7,2,3,92.00629535154923,4,9,13,7,12,19,13,70.30835464468075,2.6666666666666665,187.48894571914866,0.02343611821489358,10.416052539952704
150.py,14,12,12,0,6,65.76383659076718,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7
71.py,6,6,6,0,4,67.51262422040143,5,13,18,11,22,33,18,137.6075250475963,4.230769230769231,582.1856828936767,0.04586917501586544,32.343649049648704
